,intermediate_dimension,shortest_dimension,cigarettes_per_day,year_of_birth,gender,tissue_or_organ_of_origin,tumor_stage
0,0.0013270205928276185,0.0012849116170427705,0.001320726173794749,0.0014646385321106386,0.0012327574976598648,0.001158957299675359,0.0012459665433026572
1,0.001308762264513444,0.0012749993510184382,0.0012584208384099744,0.0014476970739909284,0.0012512439814952674,0.0011422136470862726,0.0012297742163390108
2,0.0013125073396189008,0.0013138427696043036,0.0013097726117161528,0.001452617794163152,0.0012506962297355489,0.0011394206925031552,0.0012581190896662582
3,0.001305307977924713,0.0012990283209457327,0.0012931007670771272,0.0014790653490285104,0.0012436403108195442,0.0011770665136791331,0.0012563584394775702
4,0.001334253556041266,0.0012927286086750716,0.0012899259843158822,0.0014313646246447926,0.001261211030298573,0.001172071121898558,0.0012330351620188746
