,control,year_of_birth,race,ethnicity,tumor_stage,days_to_last_follow_up,simple_somatic_mutations,genes_with_simple_somatic_mutations
0,0.0012116070001527706,0.0011889471980237477,0.001197826862271301,0.0012962185397087194,0.0012724647759987872,0.0008438191177240227,0.0012704440546496426,0.0013251113076325383
